id,official_name,alias_name,total_leaf_node
31007126,อัยการจังหวัดคุ้มครองสิทธิและช่วยเหลือทางกฎหมายและการบังคับคดีจังหวัดสิงห์บุรี,,0
31007127,อัยการจังหวัดธัญบุรี,,0
31007128,อัยการจังหวัดปทุมธานี,,0
31007129,อัยการจังหวัดสิงห์บุรี,,0
32001001,กลุ่มงานตรวจสอบภายใน,,0
32001002,กองกิจการต่างประเทศ,,0
32001003,กองกิจการฮัจญ์,,0
32001004,กองคลัง,,0
32001005,กองอาคารสถานที่และยานพาหนะ,,0
32001006,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ ศูนย์อำนวยการบริหารจังหวัดชายแดนภาคใต้,,0
32001007,ศุนย์ดำรงธรรมจังหวัดชายแดนภาคใต้,,0
32001008,ศูนย์เทคโนดลยีสารสนเทศและการสื่อสาร,,0
32001009,สวทม. (กิจการวิทยุ ภาคภาษมลายู),,0
32001010,สำนักการท่องเที่ยวและกีฬา,,0
32001011,สำนักการให้ความช่วยเหลือเยียวยา,,0
32001012,สำนักงานเลขาธิการ,,0
32001013,สำนักนโยบายและแผน,,0
32001014,สำนักบรหารยุติธรรม,,0
32001015,สำนักบริหารกลาง,,0
32001016,สำนักประสานนโยบายการพัฒนาเสรษฐกิจและสังคม,,0
32001017,สำนักประสานนโยบายการศึกษา ศาสนา วัฒนธรรม,,0
32001018,สำนักประสานนโยบายสังคมจิตวิทยา,,0
32001019,สำนักประสานเครือค่ายภาคประชาสังคม,,0
32001020,สำนักพัฒนาบุคลากร,,0
32001021,สำนักสนับสนุนการผลิตและธุรกิจฮาลาล,,0
32001022,สำนักสานสนเทศและประชาสัมพันธ์,,0
32002001,ฝ่ายตรวจสอบภายใน,,0
32002002,ฝ่ายติดตามประเมินผล,,0
32002003,ฝ่ายบริหารงานบุคคล,,0
32002004,ฝ่ายบัญชีและการเงิน,,0
32002005,ฝ่ายสนับสนุนงานนวัตกรรม,,0
32002006,ฝ่ายสื่อสารการตลาดเพื่อสังคม,,0
32002007,ฝ่ายสื่อสารองค์กร,,0
32002008,ฝ่ายอำนวยการ,,0
32002009,ฝ่ายเทคโนโลยีสารสนเทศ,,0
32002010,ศูนย์เรียนรู้สุขภาวะ,,0
32002011,สำนักพัฒนานโยบายและยุทธศาสตร์,,0
32002012,สำนักพัฒนาภาคีสัมพันธ์และวิเทศสัมพันธ์,,0
32002013,สำนักสนับสนุนการควบคุมปัจจัยเสี่ยงทางสังคม,,0
32002014,สำนักสนับสนุนการควบคุมปัจจัยเสี่ยงทางสุขภาพ,,0
32002015,สำนักสนับสนุนการควบคุมปัจจัยเสี่ยงหลัก,,0
32002016,สำนักสนับสนุนการพัฒนาระบบสุขภาพ,,0
32002017,สำนักสนับสนุนสุขภาวะชุมชน,,0
32002018,สำนักสนับสนุนสุขภาวะประชากรกลุ่มเฉพาะ,,0
32002019,สำนักสนับสนุนสุขภาวะองค์กร,,0
32002020,สำนักสนับสนุนสุขภาวะเด็ก เยาวชน และครอบครัว,,0
32002021,สำนักสร้างสรรค์โอกาสและนวัตกรรม,,0
32002022,สำนักส่งเสริมวิถีชีวิตสุขภาวะ,,0
32003001,กอง 1,,0
32003002,กอง 2,,0
32003003,กอง 3,,0
32003004,กองกลาง,,0
32003005,กองนวัตกรรม,,0
32003006,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานขับเคลื่อนการปฏิรูปประเทศ ยุทธศาสตร์ชาติ และการสร้างความสามัคคีปรองดอง,,0
32004001,กลุ่มตรวจสอบภายใน,,0
32004002,กลุ่มพัฒนาระบบบริหาร,,0
32004003,กองกฎหมาย,,0
32004004,กองการต่างประเทศ,,0
32004005,กองบริหารคดี,,0
32004006,กองบริหารคดี กลุ่มงานคณะกรรมการ,,0
32004007,กองบริหารคดี กลุ่มงานบริหารคดีและบริหารทั่วไป,,0
32004008,กองบริหารคดี กลุ่มงานบริหารติดตามคดี,,0
32004009,กองบริหารคดี กลุ่มงานรับเรื่องร้องเรียน,,0
32004010,กองปราบปรามการทุจริตในภาครัฐ 1,,0
32004011,กองปราบปรามการทุจริตในภาครัฐ 2,,0
32004012,กองปราบปรามการทุจริตในภาครัฐ 3,,0
32004013,กองปราบปรามการทุจริตในภาครัฐ 4,,0
32004014,กองปราบปรามการทุจริตในภาครัฐ 5,,0
32004015,กองป้องกันการทุจริตในภาครัฐ,,0
32004016,กองยุทธศาสตร์และแผนงาน,,0
32004017,กองอำนวยการต่อต้านการทุจริต,,0
32004018,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ,,0
32004019,ผู้ช่วยเลขาธิการคณะกรรมการป้องกันและปราบปรามการทุจริต,,0
32004020,รองเลขาธิการคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ (1),,0
32004021,รองเลขาธิการคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ (2),,0
32004022,ศูนย์ปฏิบัติการต่อต้านการทุจริต,,0
32004023,ศูนย์อำนวยการต่อต้านการทุจริตแห่งชาติ,,0
32004024,ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร,,0
32004025,สำนักงาน ป.ป.ท.,,0
32004026,สำนักงานป้องกันและปราบปรามการทุจริตในภาครัฐ เขต 1,,0
32004027,สำนักงานป้องกันและปราบปรามการทุจริตในภาครัฐ เขต 2,,0
32004028,สำนักงานป้องกันและปราบปรามการทุจริตในภาครัฐ เขต 3,,0
32004029,สำนักงานป้องกันและปราบปรามการทุจริตในภาครัฐ เขต 4,,0
32004030,สำนักงานป้องกันและปราบปรามการทุจริตในภาครัฐ เขต 5,,0
32004031,สำนักงานป้องกันและปราบปรามการทุจริตในภาครัฐ เขต 6,,0
32004032,สำนักงานป้องกันและปราบปรามการทุจริตในภาครัฐ เขต 7,,0
32004033,สำนักงานป้องกันและปราบปรามการทุจริตในภาครัฐ เขต 8,,0
32004034,สำนักงานป้องกันและปราบปรามการทุจริตในภาครัฐ เขต 9,,0
32004035,สำนักงานเลขาธิการ กลุ่มงานคลัง,,0
32004036,สำนักงานเลขาธิการ กลุ่มงานบริหารงานบุคคล,,0
32004037,สำนักงานเลขาธิการ กลุ่มงานประชาสัมพันธ์,,0
32004038,สำนักงานเลขาธิการ กลุ่มช่วยอำนวยการ,,0
32004039,สำนักงานเลขาธิการ ฝ่ายบริหารทั่วไป,,0
32004040,เลขาธิการคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ,,0
32005001,กลุ่มตรวจสอบภายใน,,0
32005002,กลุ่มพัฒนาระบบบริหาร,,0
32005003,กองกิจกรรมพิเศษ,,0
32005004,กองติดตามประเมินผล,,0
32005005,กองประชาสัมพันธ์,,0
32005006,กองประสานงานโครงการพื้นที่ 1,,0
32005007,กองประสานงานโครงการพื้นที่ 2,,0
32005008,กองประสานงานโครงการพื้นที่ 3,,0
32005009,กองประสานงานโครงการพื้นที่ 4,,0
32005010,กองพัฒนาทรัพยากรบุคคลเพื่อขับเคลื่อนแนวพระราชดำริ,,0
32005011,กองศึกษาและขยายผลการพัฒนาตามแนวพระราชดำริ,,0
32005012,กองแผนงานและวิเทศสัมพันธ์,,0
32005013,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานคณะกรรมการพิเศษเพื่อประสานงานโครงการอันเนื่องมาจากพระราชดำริ,,0
32005014,ศูนย์ปฏิบัติการต่อต้านการทุจริต,,0
32005015,ศูนย์ศึกษาการพัฒนาภูพาน อันเนื่องมาจากพระราชดำริ จังหวัดสกลนคร,,0
32005016,ศูนย์ศึกษาวิธีการฟื้นฟูที่ดินเสื่อมโทรมเขาชะงุ้มฯ,,0
32005017,ศูนย์สารสนเทศ,,0
32005018,สำนักงานเลขาธิการ,,0
32006001,กลุ่มงานความร่วมมือระหว่างประเทศ,,0
32006002,กลุ่มงานทรัพยากรบุคคล,,0
32006003,กลุ่มงานสื่อสารสังคม,,0
32006004,กลุ่มภารกิจขับเคลื่อนนโยบายสาธารณะระดับพื้นที่และชุมชนเข้มแข็ง,,0
32006005,กลุ่มภารกิจขับเคลื่อนนโยบายและยุทธศาสตร์,,0
32006006,กลุ่มภารกิจบริหารและสื่อสารสังคม,,0
32006007,กลุ่มภารกิจพัฒนาวิชาการและขับเคลื่อนสิทธิ หน้าที่,,0
32006008,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานคณะกรรมการสุขภาพแห่งชาติ,,0
32006009,ศูนย์สารสนเทศและข้อมูลข่าวสาร,,0
32006010,สำนักขับเคลื่อนนโยบายระดับพื้นที่,,0
32006011,สำนักนโยบายยุทธศาสตร์และประเมินผล,,0
32006012,สำนักพัฒนาและขับเคลื่อนนโยบายสาธารณะระดับชาติ,,0
32006013,สำนักวิชาการและนวัตกรรม,,0
32006014,สำนักสนับสนุนยุทธศาสตร์สังคมเข้มแข็ง,,0
32006015,สำนักอำนวยการ,,0
32007001,กลุ่มงานการมีส่วนร่วมของประชาชน กองแผนงานอาชญากรรม,,0
32007002,กลุ่มงานกิจการพิเศษ กองแผนงานกิจการพิเศษ,,0
32007003,กลุ่มงานขับเคลื่อนยุทธศาสตร์ กองยุทธศาสตร์,,0
32007004,กลุ่มงานความมั่นคง กองแผนงานกิจการพิเศษ,,0
32007005,กลุ่มงานจราจร กองแผนงานกิจการพิเศษ,,0
32007006,กลุ่มงานบริการประชาชน กองแผนงานกิจการพิเศษ,,0
32007007,กลุ่มงานบริหารความเสี่ยง กองยุทธศาสตร์,,0
32007008,กลุ่มงานประเมินผลยุทธศาสตร์ กองยุทธศาสตร์,,0
32007009,กลุ่มงานป้องกันปราบปรามอาชญากรรม กองแผนงานอาชญากรรม,,0
32007010,กลุ่มงานป้องกันอาชญากรรมพิเศษ กองแผนงานอาชญากรรม,,0
32007011,กลุ่มงานวิจัยและประเมินผล 1 กองวิจัย,,0
32007012,กลุ่มงานวิจัยและประเมินผล 2 กองวิจัย,,0
32007013,กลุ่มงานวิเคราะห์และกำหนดยุทธศาสตร์ กองยุทธศาสตร์,,0
32007014,กลุ่มงานวิเคราะห์และประเมินผล กองแผนงานกิจการพิเศษ,,0
32007015,กลุ่มงานวิเคราะห์และประเมินผล กองแผนงานอาชญากรรม,,0
32007016,กลุ่มงานส่งเสริมและประสานงานวิจัย กองวิจัย,,0
32007017,กลุ่มงานแผนทางการบริหาร กองยุทธศาสตร์,,0
32007018,กองการต่างประเทศ,,0
32007019,กองบัญชาการตำรวจตระเวนชายแดน,,0
32007020,กองบัญชาการตำรวจท่องเที่ยว,,0
32007021,กองบัญชาการตำรวจนครบาล,,0
32007022,กองบัญชาการตำรวจปราบปรามยาเสพติด,,0
32007023,กองบัญชาการตำรวจสอบสวนกลาง,,0
32007024,กองบัญชาการตำรวจสันติบาล,,0
32007025,กองบัญชาการศึกษา,,0
32007026,กองบินตำรวจ,,0
32007027,กองยุทธศาสตร์ สำนักงานยุทธศาสตร์ตำรวจ,,0
32007028,กองวิจัย สำนักงานยุทธศาสตร์ตำรวจ,,0
32007029,กองวินัย,,0
32007030,กองสารนิเทศ,,0
32007031,กองแผนงานกิจการพิเศษ สำนักงานยุทธศาสตร์ตำรวจ,,0
32007032,กองแผนงานอาชญากรรม สำนักงานยุทธศาสตร์ตำรวจ,,0
32007033,ตำรวจภูธรจังหวัดกระบี่,,0
32007034,ตำรวจภูธรจังหวัดกาญจนบุรี,,0
32007035,ตำรวจภูธรจังหวัดกาฬสินธุ์,,0
32007036,ตำรวจภูธรจังหวัดกำแพงเพชร,,0
32007037,ตำรวจภูธรจังหวัดขอนแก่น,,0
32007038,ตำรวจภูธรจังหวัดจันทบุรี,,0
32007039,ตำรวจภูธรจังหวัดฉะเชิงเทรา,,0
32007040,ตำรวจภูธรจังหวัดชลบุรี,,0
32007041,ตำรวจภูธรจังหวัดชัยนาท,,0
32007042,ตำรวจภูธรจังหวัดชัยภูมิ,,0
32007043,ตำรวจภูธรจังหวัดชุมพร,,0
32007044,ตำรวจภูธรจังหวัดตรัง,,0
32007045,ตำรวจภูธรจังหวัดตราด,,0
32007046,ตำรวจภูธรจังหวัดตาก,,0
32007047,ตำรวจภูธรจังหวัดนครนายก,,0
32007048,ตำรวจภูธรจังหวัดนครปฐม,,0
32007049,ตำรวจภูธรจังหวัดนครพนม,,0
32007050,ตำรวจภูธรจังหวัดนครราชสีมา,,0
32007051,ตำรวจภูธรจังหวัดนครศรีธรรมราช,,0
32007052,ตำรวจภูธรจังหวัดนครสวรรค์,,0
32007053,ตำรวจภูธรจังหวัดนนทบุรี,,0
32007054,ตำรวจภูธรจังหวัดนราธิวาส,,0
32007055,ตำรวจภูธรจังหวัดน่าน,,0
32007056,ตำรวจภูธรจังหวัดบึงกาฬ,,0
32007057,ตำรวจภูธรจังหวัดบุรีรัมย์,,0
32007058,ตำรวจภูธรจังหวัดปทุมธานี,,0
32007059,ตำรวจภูธรจังหวัดประจวบคีรีขันธ์,,0
32007060,ตำรวจภูธรจังหวัดปราจีนบุรี,,0
32007061,ตำรวจภูธรจังหวัดปัตตานี,,0
32007062,ตำรวจภูธรจังหวัดพระนครศรีอยุธยา,,0
32007063,ตำรวจภูธรจังหวัดพะเยา,,0
32007064,ตำรวจภูธรจังหวัดพังงา,,0
32007065,ตำรวจภูธรจังหวัดพัทลุง,,0
32007066,ตำรวจภูธรจังหวัดพิจิตร,,0
32007067,ตำรวจภูธรจังหวัดพิษณุโลก,,0
32007068,ตำรวจภูธรจังหวัดภูเก็ต,,0
32007069,ตำรวจภูธรจังหวัดมหาสารคาม,,0
32007070,ตำรวจภูธรจังหวัดมุกดาหาร,,0
32007071,ตำรวจภูธรจังหวัดยะลา,,0
32007072,ตำรวจภูธรจังหวัดยโสธร,,0
32007073,ตำรวจภูธรจังหวัดระนอง,,0
32007074,ตำรวจภูธรจังหวัดระยอง,,0
32007075,ตำรวจภูธรจังหวัดราชบุรี,,0
32007076,ตำรวจภูธรจังหวัดร้อยเอ็ด,,0
32007077,ตำรวจภูธรจังหวัดลพบุรี,,0
32007078,ตำรวจภูธรจังหวัดลำปาง,,0
32007079,ตำรวจภูธรจังหวัดลำพูน,,0
32007080,ตำรวจภูธรจังหวัดศรีสะเกษ,,0
32007081,ตำรวจภูธรจังหวัดสกลนคร,,0
32007082,ตำรวจภูธรจังหวัดสงขลา,,0
32007083,ตำรวจภูธรจังหวัดสตูล,,0
32007084,ตำรวจภูธรจังหวัดสมุทรปราการ,,0
32007085,ตำรวจภูธรจังหวัดสมุทรสงคราม,,0
32007086,ตำรวจภูธรจังหวัดสมุทรสาคร,,0
32007087,ตำรวจภูธรจังหวัดสระบุรี,,0
32007088,ตำรวจภูธรจังหวัดสระแก้ว,,0
32007089,ตำรวจภูธรจังหวัดสิงห์บุรี,,0
32007090,ตำรวจภูธรจังหวัดสุพรรณบุรี,,0
32007091,ตำรวจภูธรจังหวัดสุราษฎร์ธานี,,0
32007092,ตำรวจภูธรจังหวัดสุรินทร์,,0
32007093,ตำรวจภูธรจังหวัดสุโขทัย,,0
32007094,ตำรวจภูธรจังหวัดหนองคาย,,0
32007095,ตำรวจภูธรจังหวัดหนองบัวลำภู,,0
32007096,ตำรวจภูธรจังหวัดอำนาจเจริญ,,0
32007097,ตำรวจภูธรจังหวัดอุดรธานี,,0
32007098,ตำรวจภูธรจังหวัดอุตรดิตถ์,,0
32007099,ตำรวจภูธรจังหวัดอุทัยธานี,,0
32007100,ตำรวจภูธรจังหวัดอุบลราชธานี,,0
32007101,ตำรวจภูธรจังหวัดอ่างทอง,,0
32007102,ตำรวจภูธรจังหวัดเชียงราย,,0
32007103,ตำรวจภูธรจังหวัดเชียงใหม่,,0
32007104,ตำรวจภูธรจังหวัดเพชรบุรี,,0
32007105,ตำรวจภูธรจังหวัดเพชรบูรณ์,,0
32007106,ตำรวจภูธรจังหวัดเลย,,0
32007107,ตำรวจภูธรจังหวัดแพร่,,0
32007108,ตำรวจภูธรจังหวัดแม่ฮ่องสอน,,0
32007109,ตำรวจภูธรภาค 1,,0
32007110,ตำรวจภูธรภาค 2,,0
32007111,ตำรวจภูธรภาค 3,,0
32007112,ตำรวจภูธรภาค 4,,0
32007113,ตำรวจภูธรภาค 5,,0
32007114,ตำรวจภูธรภาค 6,,0
32007115,ตำรวจภูธรภาค 7,,0
32007116,ตำรวจภูธรภาค 8,,0
32007117,ตำรวจภูธรภาค 9,,0
32007118,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานตำรวจแห่งชาติ,,0
32007119,สถาบันฝึกอบรมระหว่างประเทศว่าด้วยการดำเนินการให้เป็นไปตามกฎหมาย กรุงเทพฯ (ILEA Bangkok),,0
32007120,สำนักงานกฎหมายและคดี,,0
32007121,สำนักงานกำลังพล,,0
32007122,สำนักงานคณะกรรมการข้าราชการตำรวจ,,0
32007123,สำนักงานคณะกรรมการนโยบายตำรวจแห่งชาติ,,0
32007124,สำนักงานงบประมาณและการเงิน,,0
32007125,สำนักงานจเรตำรวจ,,0
32007126,สำนักงานตรวจคนเข้าเมือง,,0
32007127,สำนักงานตรวจสอบภายใน,,0
32007128,สำนักงานพิสูจน์หลักฐานตำรวจ,,0
32007129,สำนักงานยุทธศาสตร์ตำรวจ,,0
32007130,สำนักงานส่งกำลังบำรุง,,0
32007131,สำนักงานเทคโนโลยีสารสนเทศและการสื่อสาร,,0
32007132,สำนักงานเลขานุการตำรวจแห่งชาติ,,0
32007133,โรงพยาบาลตำรวจ,,0
32007134,โรงพิมพ์ตำรวจ สำนักงานตำรวจแห่งชาติ,,0
32007135,โรงเรียนนายร้อยตำรวจ,,0
32008001,กลุ่มตรวจสอบภายใน,,0
32008002,กลุ่มพัฒนาระบบบริหาร,,0
32008003,กองกฎหมาย,,0
32008004,กองกำกับและตรวจสอบ,,0
32008005,กองข่าวกรองทางการเงิน,,0
32008006,กองคดี 1,,0
32008007,กองคดี 2,,0
32008008,กองคดี 3,,0
32008009,กองคดี 4,,0
32008010,กองความร่วมมือระหว่างประเทศ,,0
32008011,กองนโยบายและยุทธศาสตร์,,0
32008012,กองบริหารจัดการทรัพย์สิน,,0
32008013,กองสื่อสารองค์กร,,0
32008014,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานป้องกันและปราบปรามการฟอกเงิน,,0
32008015,ศูนย์เทคโนโลยีสารสนเทศ,,0
32008016,สำนักงานเลขานุการกรม,,0
32009001,กองพุทธศาสนศึกษา,,0
32009002,กองพุทธศาสนสถาน,,0
32009003,กองส่งเสริมงานเผยแผ่พระพุทธศาสนา,,0
32009004,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานพระพุทธศาสนาแห่งชาติ,,0
32009005,สำนักงานพระพุทธศาสนาจังหวัดกระบี่,,0
32009006,สำนักงานพระพุทธศาสนาจังหวัดกาญจนบุรี,,0
32009007,สำนักงานพระพุทธศาสนาจังหวัดกาฬสินธุ์,,0
32009008,สำนักงานพระพุทธศาสนาจังหวัดกำแพงเพชร,,0
32009009,สำนักงานพระพุทธศาสนาจังหวัดขอนแก่น,,0
32009010,สำนักงานพระพุทธศาสนาจังหวัดจันทบุรี,,0
32009011,สำนักงานพระพุทธศาสนาจังหวัดฉะเชิงเทรา,,0
32009012,สำนักงานพระพุทธศาสนาจังหวัดชลบุรี,,0
32009013,สำนักงานพระพุทธศาสนาจังหวัดชัยนาท,,0
32009014,สำนักงานพระพุทธศาสนาจังหวัดชัยภูมิ,,0
32009015,สำนักงานพระพุทธศาสนาจังหวัดชุมพร,,0
32009016,สำนักงานพระพุทธศาสนาจังหวัดตรัง,,0
32009017,สำนักงานพระพุทธศาสนาจังหวัดตราด,,0
32009018,สำนักงานพระพุทธศาสนาจังหวัดตาก,,0
32009019,สำนักงานพระพุทธศาสนาจังหวัดนครนายก,,0
32009020,สำนักงานพระพุทธศาสนาจังหวัดนครปฐม,,0
32009021,สำนักงานพระพุทธศาสนาจังหวัดนครพนม,,0
32009022,สำนักงานพระพุทธศาสนาจังหวัดนครราชสีมา,,0
32009023,สำนักงานพระพุทธศาสนาจังหวัดนครศรีธรรมราช,,0
32009024,สำนักงานพระพุทธศาสนาจังหวัดนครสวรรค์,,0
32009025,สำนักงานพระพุทธศาสนาจังหวัดนนทบุรี,,0
32009026,สำนักงานพระพุทธศาสนาจังหวัดนราธิวาส,,0
32009027,สำนักงานพระพุทธศาสนาจังหวัดน่าน,,0
32009028,สำนักงานพระพุทธศาสนาจังหวัดบึงกาฬ,,0
32009029,สำนักงานพระพุทธศาสนาจังหวัดบุรีรัมย์,,0
32009030,สำนักงานพระพุทธศาสนาจังหวัดปทุมธานี,,0
32009031,สำนักงานพระพุทธศาสนาจังหวัดประจวบคีรีขันธ์,,0
32009032,สำนักงานพระพุทธศาสนาจังหวัดปราจีนบุรี,,0
32009033,สำนักงานพระพุทธศาสนาจังหวัดปัตตานี,,0
32009034,สำนักงานพระพุทธศาสนาจังหวัดพระนครศรีอยุธยา,,0
32009035,สำนักงานพระพุทธศาสนาจังหวัดพะเยา,,0
32009036,สำนักงานพระพุทธศาสนาจังหวัดพังงา,,0
32009037,สำนักงานพระพุทธศาสนาจังหวัดพัทลุง,,0
32009038,สำนักงานพระพุทธศาสนาจังหวัดพิจิตร,,0
32009039,สำนักงานพระพุทธศาสนาจังหวัดพิษณุโลก,,0
32009040,สำนักงานพระพุทธศาสนาจังหวัดภูเก็ต,,0
32009041,สำนักงานพระพุทธศาสนาจังหวัดมหาสารคาม,,0
32009042,สำนักงานพระพุทธศาสนาจังหวัดมุกดาหาร,,0
32009043,สำนักงานพระพุทธศาสนาจังหวัดยะลา,,0
32009044,สำนักงานพระพุทธศาสนาจังหวัดยโสธร,,0
32009045,สำนักงานพระพุทธศาสนาจังหวัดระนอง,,0
32009046,สำนักงานพระพุทธศาสนาจังหวัดระยอง,,0
32009047,สำนักงานพระพุทธศาสนาจังหวัดราชบุรี,,0
32009048,สำนักงานพระพุทธศาสนาจังหวัดร้อยเอ็ด,,0
32009049,สำนักงานพระพุทธศาสนาจังหวัดลพบุรี,,0
32009050,สำนักงานพระพุทธศาสนาจังหวัดลำปาง,,0
32009051,สำนักงานพระพุทธศาสนาจังหวัดลำพูน,,0
32009052,สำนักงานพระพุทธศาสนาจังหวัดศรีสะเกษ,,0
32009053,สำนักงานพระพุทธศาสนาจังหวัดสกลนคร,,0
32009054,สำนักงานพระพุทธศาสนาจังหวัดสงขลา,,0
32009055,สำนักงานพระพุทธศาสนาจังหวัดสตูล,,0
32009056,สำนักงานพระพุทธศาสนาจังหวัดสมุทรปราการ,,0
32009057,สำนักงานพระพุทธศาสนาจังหวัดสมุทรสงคราม,,0
32009058,สำนักงานพระพุทธศาสนาจังหวัดสมุทรสาคร,,0
32009059,สำนักงานพระพุทธศาสนาจังหวัดสระบุรี,,0
32009060,สำนักงานพระพุทธศาสนาจังหวัดสระแก้ว,,0
32009061,สำนักงานพระพุทธศาสนาจังหวัดสิงห์บุรี,,0
32009062,สำนักงานพระพุทธศาสนาจังหวัดสุพรรณบุรี,,0
32009063,สำนักงานพระพุทธศาสนาจังหวัดสุราษฎร์ธานี,,0
32009064,สำนักงานพระพุทธศาสนาจังหวัดสุรินทร์,,0
32009065,สำนักงานพระพุทธศาสนาจังหวัดสุโขทัย,,0
32009066,สำนักงานพระพุทธศาสนาจังหวัดหนองคาย,,0
32009067,สำนักงานพระพุทธศาสนาจังหวัดหนองบัวลำภู,,0
32009068,สำนักงานพระพุทธศาสนาจังหวัดอำนาจเจริญ,,0
32009069,สำนักงานพระพุทธศาสนาจังหวัดอุดรธานี,,0
32009070,สำนักงานพระพุทธศาสนาจังหวัดอุตรดิตถ์,,0
32009071,สำนักงานพระพุทธศาสนาจังหวัดอุทัยธานี,,0
32009072,สำนักงานพระพุทธศาสนาจังหวัดอุบลราชธานี,,0
32009073,สำนักงานพระพุทธศาสนาจังหวัดอ่างทอง,,0
32009074,สำนักงานพระพุทธศาสนาจังหวัดเชียงราย,,0
32009075,สำนักงานพระพุทธศาสนาจังหวัดเชียงใหม่,,0
32009076,สำนักงานพระพุทธศาสนาจังหวัดเพชรบุรี,,0
32009077,สำนักงานพระพุทธศาสนาจังหวัดเพชรบูรณ์,,0
32009078,สำนักงานพระพุทธศาสนาจังหวัดเลย,,0
32009079,สำนักงานพระพุทธศาสนาจังหวัดแพร่,,0
32009080,สำนักงานพระพุทธศาสนาจังหวัดแม่ฮ่องสอน,,0
32009081,สำนักงานพุทธมณฑล,,0
32009082,สำนักงานศาสนสมบัติ,,0
32009083,สำนักงานเลขานุการกรม,,0
32009084,สำนักเลขาธิการมหาเถรสมาคม,,0
32010001,กองธรรมศาสตร์และการเมือง,,0
32010002,กองวิทยาศาสตร์,,0
32010003,กองศิลปกรรม,,0
32010004,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานราชบัณฑิตยสภา,,0
32010005,สำนักงานเลขานุการกรม,,0
33001001,กลุ่มตรวจสอบภายใน,,0
33001002,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานการตรวจเงินแผ่นดิน,,0
33001003,ศูนย์เทคโนโลยีสารสนเทศ,,0
33001004,สถาบันพัฒนาการตรวจเงินแผ่นดิน,,0
33001005,สำนักกฎหมาย,,0
33001006,สำนักการต่างประเทศ,,0
33001007,สำนักกำกับและส่งเสริมการตรวจเงินแผ่นดิน,,0
33001008,สำนักคดี,,0
33001009,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 1 (จังหวัดพระนครศรีอยุธยา),,0
33001010,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 10 (จังหวัดพิษณุโลก),,0
33001011,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 11 (จังหวัดนครสวรรค์),,0
33001012,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 12 (จังหวัดเพชรบุรี),,0
33001013,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 13 (จังหวัดสุราษฎร์ธานี),,0
33001014,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 14 (จังหวัดนครศรีธรรมราช),,0
33001015,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 15 (จังหวัดสงขลา),,0
33001016,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 2 (จังหวัดชลบุรี),,0
33001017,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 3 (จังหวัดนครปฐม),,0
33001018,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 4 (จังหวัดนครราชสีมา),,0
33001019,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 5 (จังหวัดอุบลราชธานี),,0
33001020,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 6 (จังหวัดอุดรธานี),,0
33001021,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 7 (จังหวัดขอนแก่น),,0
33001022,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 8 (จังหวัดเชียงใหม่),,0
33001023,สำนักงานการตรวจเงินแผ่นดินภูมิภาคที่ 9 (จังหวัดลำปาง),,0
33001024,สำนักตรวจสอบการดำเนินงานที่ 1,,0
33001025,สำนักตรวจสอบการดำเนินงานที่ 2,,0
33001026,สำนักตรวจสอบการดำเนินงานที่ 3,,0
33001027,สำนักตรวจสอบการดำเนินงานที่ 4,,0
33001028,สำนักตรวจสอบการดำเนินงานที่ 5,,0
33001029,สำนักตรวจสอบการเงินและบริหารพัสดุที่ 1,,0
33001030,สำนักตรวจสอบการเงินและบริหารพัสดุที่ 10,,0
33001031,สำนักตรวจสอบการเงินและบริหารพัสดุที่ 11,,0
