id,official_name,alias_name,total_leaf_node
06092003,กองมาตรฐานการศึกษาและวิจัย,,0
06092004,กองส่งเสริมกิจการวิทยาลัยชุมชน,,0
06092005,กองแผนงานและงบประมาณ,,0
06092006,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สถาบันวิทยาลัยชุมชน,,0
06093001,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สถาบันสารสนเทศทรัพยากรน้ำ (องค์การมหาชน),,0
06093002,ฝ่ายจัดการน้ำชุมชน,,0
06093003,ฝ่ายนวัตกรรมสารสนเทศทรัพยากรน้ำ,,0
06093004,ฝ่ายนโยบายและยุทธศาสตร์,,0
06093005,ฝ่ายพัฒนาเทคโนโลยีและดิจิทัล,,0
06093006,ฝ่ายส่งเสริมการใช้เทคโนโลยีและสารสนเทศทรัพยากรน้ำ,,0
06093007,ฝ่ายอำนวยการ,,0
06093008,ฝ่ายโครงการพิเศษ ประสานความร่วมมือ และสื่อสารองค์กร,,0
06094001,คณะบริหารธุรกิจ,,0
06094002,คณะเทคโนโลยีอุตสาหกรรม,,0
06094003,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สถาบันเทคโนโลยีจิตรลดา,,0
06094004,สำนักงานสถาบันเทคโนโลยีจิตรลดา,,0
06094005,สำนักวิชาการศึกษาทั่วไป,,0
06094006,โรงเรียนจิตรลดาวิชาชีพ,,0
06095001,กลุ่มบริหารจัดการ,,0
06095002,กลุ่มพัฒนาธุรกิจนิวเคลียร์,,0
06095003,กลุ่มวิจัยและพัฒนานิวเคลียร์,,0
06095004,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สถาบันเทคโนโลยีนิวเคลียร์แห่งชาติ (องค์การมหาชน),,0
06095005,ฝ่ายกฎหมาย,,0
06095006,ฝ่ายการตลาดและการขาย,,0
06095007,ฝ่ายการเงินการคลัง,,0
06095008,ฝ่ายควบคุมคุณภาพ,,0
06095009,ฝ่ายควบคุมคุณภาพไอโซโทปรังสี,,0
06095010,ฝ่ายความปลอดภัยด้านนิวเคลียร์,,0
06095011,ฝ่ายความร่วมมือและวิเทศสัมพันธ์,,0
06095012,ฝ่ายจัดการกากกัมมันตรังสี,,0
06095013,ฝ่ายจัดการเครื่องฉายรังสี,,0
06095014,ฝ่ายจัดการเครื่องไซโคลตรอน,,0
06095015,ฝ่ายฉายรังสี,,0
06095016,ฝ่ายดูแลรักษาและซ่อมบำรุงเครื่องมือทางนิวเคลียร์,,0
06095017,ฝ่ายตรวจวัดวิเคราะห์โดยเทคนิคเชิงนิวเคลียร์,,0
06095018,ฝ่ายตรวจวัดและประเมินปริมาณรังสี,,0
06095019,ฝ่ายตรวจวิเคราะห์,,0
06095020,ฝ่ายตรวจสอบภายใน,,0
06095021,ฝ่ายทรัพยากรมนุษย์,,0
06095022,ฝ่ายนิวเคลียร์ฟิวชั่นและพลาสมา,,0
06095023,ฝ่ายนโยบายและแผน,,0
06095024,ฝ่ายบริการ,,0
06095025,ฝ่ายบริการวิชาการ,,0
06095026,ฝ่ายบริการเทคนิคนิวเคลียร์อุตสาหกรรม,,0
06095027,ฝ่ายบริหารโครงการ,,0
06095028,ฝ่ายประกันคุณภาพ,,0
06095029,ฝ่ายประกันคุณภาพไอโซโทปรังสี,,0
06095030,ฝ่ายผลิตไอโซโทปรังสี,,0
06095031,ฝ่ายพัฒนานวัตกรรม,,0
06095032,ฝ่ายพัฒนาองค์กร,,0
06095033,ฝ่ายพัฒนา ออกแบบและผลิต,,0
06095034,ฝ่ายพัฒนาเทคโนโลยีการจัดการกากกัมมันตรังสี,,0
06095035,ฝ่ายพัฒนาและบริการ,,0
06095036,ฝ่ายพัฒนาโครงการ,,0
06095037,ฝ่ายพัสดุ,,0
06095038,ฝ่ายมวลชนสัมพันธ์,,0
06095039,ฝ่ายวิจัยนิวเคลียร์,,0
06095040,ฝ่ายสนับสนุนเทคโนโลยีเครื่องปฏิกรณ์,,0
06095041,ฝ่ายสื่อสารองค์การ,,0
06095042,ฝ่ายอาคาร สถานที่ และยานพาหนะ,,0
06095043,ฝ่ายเครื่องปฏิกรณ์นิวเคลียร์วิจัยใหม่,,0
06095044,ฝ่ายเดินเครื่องปฏิกรณ์,,0
06095045,ฝ่ายเทคโนโลยีสารสนเทศ,,0
06095046,ศูนย์ความเป็นเลิศเทคโนโลยีนิวเคลียร์ชั้นสูง,,0
06095047,ศูนย์จัดการกากกัมมันตรังสี,,0
06095048,ศูนย์ฉายรังสี,,0
06095049,ศูนย์บริการเทคโนโลยีนิวเคลียร์,,0
06095050,ศูนย์วิศวกรรมเครื่องมือด้านเทคโนโลยีนิวเคลียร์,,0
06095051,ศูนย์เครื่องปฏิกรณ์,,0
06095052,ศูนย์ไอโซโทปรังสี,,0
06096001,คณบดีคณะวิทยาศาสตร์,,0
06096002,คณบดีคณะวิศวกรรมศาสตร์,,0
06096003,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สถาบันเทคโนโลยีปทุมวัน,,0
06096004,ผู้อำนวยการกองนโยบายและแผน,,0
06096005,ผู้อำนวยการศูนย์ภาษาและคอมพิวเตอร์,,0
06096006,ผู้อำนวยการสำนักงานอธิการบดี,,0
06096007,ผู้อำนวยการสำนักวิจัยและบริการวิชาการ,,0
06097001,คณะการบริหารและจัดการ,,0
06097002,คณะครุศาสตร์อุตสาหกรรม,,0
06097003,คณะวิทยาศาสตร์,,0
06097004,คณะวิศวกรรมศาสตร์,,0
06097005,คณะศิลปศาสตร์,,0
06097006,คณะสถาปัตยกรรมศาสตร์,,0
06097007,คณะอุตสาหกรรมเกษตร,,0
06097008,คณะเทคโนโลยีการเกษตร,,0
06097009,คณะเทคโนโลยีสารสนเทศ,,0
06097010,คณะแพทยศาสตร์,,0
06097011,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,0
06097012,วิทยาลัยนวัตกรรมการผลิตขั้นสูง,,0
06097013,วิทยาลัยนานาชาติ,,0
06097014,วิทยาลัยนาโนเทคโนโลยีพระจอมเกล้าลาดกระบัง,,0
06097015,วิทยาลัยวิจัยนวัตกรรมทางการศึกษา,,0
06097016,วิทยาลัยสังคีต,,0
06097017,วิทยาลัยอุตสาหกรรมการบินนานาชาติ,,0
06097018,วิทยาเขตชุมพรเขตรอุดมศักดิ์,,0
06097019,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,,0
06097020,สำนักงานบริหารยุทธศาสตร์ สำนักงานอธิการบดี,,0
06097021,สำนักทะเบียนและประมวลผล,,0
06097022,สำนักบริการคอมพิวเตอร์,,0
06097023,สำนักบริหารงานวิจัยและนวัตกรรมพระจอมเกล้าลาดกระบัง,,0
06097024,สำนักวิชาศึกษาทั่วไป,,0
06097025,สำนักหอสมุดกลาง,,0
06098001,กลุ่มตรวจสอบภายใน,,0
06098002,กลุ่มพัฒนาระบบบริหาร,,0
06098003,กองการต่างประเทศ,,0
06098004,กองนโยบายและแผนการวิจัย,,0
06098005,กองบริหารแผนและงบประมาณการวิจัย,,0
06098006,กองประเมินผลและจัดการความรู้วิจัย,,0
06098007,กองมาตรฐานการวิจัย,,0
06098008,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานการวิจัยแห่งชาติ,,0
06098009,ศูนย์ปฏิบัติการต่อต้านการทุจริต,,0
06098010,ศูนย์สารสนเทศการวิจัย,,0
06098011,สถาบันพัฒนาการดำเนินการต่อสัตว์เพื่องานทางวิทยาศาสตร์,,0
06098012,สำนักงานเลขานุการกรม,,0
06099001,กลุ่มพัฒนาระบบบริหาร,,0
06099002,วิทยาลัยเทคโนโลยีจิตรลดา,,0
06099003,ศูนย์การศึกษาจังหวัดสมุทรสงคราม มหาวิทยาลัยราชภัฎสวนสุนันทา,,0
06099004,สถาบันคลังสมองของชาติ,,0
06099005,สถาบันวิจัยจุฬาภรณ์,,0
06099006,สถาบันเทคโนโลยีแห่งเอเชีย,,0
06099007,สำนักงานบริหารเทคโนโลยีสารสนเทศเพื่อพัฒนาการศึกษา,,0
06099008,สำนักงานบริหารโครงการมหาวิทยาลัยไซเบอร์ไทย,,0
06099009,สำนักติดตามและประเมินผลอุดมศึกษา,,0
06099010,สำนักนิติการ,,0
06099011,สำนักนโยบายและแผนการอุดมศึกษา,,0
06099012,สำนักประสานและส่งเสริมกิจการอุดมศึกษา,,0
06099013,สำนักพัฒนาบัณฑิตศึกษาและวิจัยด้านวิทยาศาสตร์และเทคโนโลยี,,0
06099014,สำนักมาตรฐานและคุณภาพอุดมศึกษา,,0
06099015,สำนักยุทธศาสตร์อุดมศึกษาต่างประเทศ,,0
06099016,สำนักส่งเสริมและพัฒนาศักยภาพนักศึกษา,,0
06099017,สำนักส่งเสริมและพัฒนาสมรรถนะบุคลากร,,0
06099018,สำนักอำนวยการ,,0
06099019,หน่วยตรวจสอบภายใน,,0
06100001,กลุ่มภารกิจดำเนินการกองทุนและอำนวยการ,,0
06100002,กลุ่มภารกิจนโยบาย ยุทธศาสตร์ และแผนวิทยาศาสตร์ วิจัยและนวัตกรรม,,0
06100003,กลุ่มภารกิจบริหารระบบงบประมาณวิทยาศาสตร์ วิจัยและนวัตกรรม,,0
06100004,กลุ่มภารกิจพัฒนาระบบการจัดการผลผลิตและผลกระทบ,,0
06100005,กลุ่มภารกิจพัฒนาระบบและเครือข่ายวิทยาศาสตร์ วิจัยและนวัตกรรม,,0
06100006,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานคณะกรรมการส่งเสริมวิทยาศาสตร์ วิจัยและนวัตกรรม,,0
06102001,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานนวัตกรรมแห่งชาติ (องค์การมหาชน),,0
06102002,ฝ่ายนวัตกรรมเพื่อสังคม,,0
06102003,ฝ่ายนวัตกรรมเพื่อเศรษฐกิจ,,0
06102004,ฝ่ายบริหารองค์กร,,0
06102005,ฝ่ายพัฒนาผู้ประกอบการนวัตกรรม,,0
06102006,ฝ่ายยุทธศาสตร์นวัตกรรม,,0
06102007,ฝ่ายโครงสร้างพื้นฐานนวัตกรรม,,0
06103001,กลุ่มกฎหมาย,,0
06103002,กลุ่มตรวจสอบภายใน,,0
06103003,กลุ่มพัฒนาระบบบริหาร,,0
06103004,กองตรวจสอบทางนิวเคลียร์และรังสี,,0
06103005,กองพัฒนาระบบและมาตรฐานกำกับดูแลความปลอดภัย,,0
06103006,กองยุทธศาสตร์และแผนงาน,,0
06103007,กองอนุญาตทางนิวเคลียร์และรังสี,,0
06103008,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานปรมาณูเพื่อสันติ,,0
06103009,สำนักงานเลขานุการกรม,,0
06103010,ส่วนกลาง,,0
06104001,กลุ่มตรวจสอบภายในระดับกระทรวง,,0
06104002,กลุ่มพัฒนาระบบบริหาร,,0
06104003,ผู้ประสานงานคณะรัฐมนตรีและหน่วยงานของรัฐสภา,,0
06104004,ศูนย์ปฏิบัติการต่อต้านการทุจริต,,0
06104005,ศูนย์ประสานงานกระทรวงวิทยาศาสตร์และเทคโนโลยีประจำภูมิภาค ภาคตะวันออก,,0
06104006,ศูนย์ประสานงานกระทรวงวิทยาศาสตร์และเทคโนโลยีประจำภูมิภาค ภาคตะวันออกเฉียงเหนือตอนบน,,0
06104007,ศูนย์ประสานงานกระทรวงวิทยาศาสตร์และเทคโนโลยีประจำภูมิภาค ภาคเหนือตอนบน,,0
06104008,ศูนย์ประสานงานกระทรวงวิทยาศาสตร์และเทคโนโลยีประจำภูมิภาค ภาคใต้,,0
06104009,ศูนย์ประสานงาน วท. ประจำภูมิภาค,,0
06104010,ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร,,0
06104011,สำนักความร่วมมือระหว่างประเทศและวิเทศน์สัมพันธ์,,0
06104012,สำนักงานกองทุนพัฒนาผู้ประกอบการเทคโนโลยีและนวัตกรรม,,0
06104013,สำนักงานที่ปรึกษาด้านวิทยาศาสตร์และเทคโนโลยี ประจำสถานเอกอัคราชทูต ณ กรุงบรัสเซลล์,,0
06104014,สำนักงานที่ปรึกษาด้านวิทยาศาสตร์และเทคโนโลยี ประจำสถานเอกอัคราชทูต ณ กรุงวอชิงตัล,,0
06104015,สำนักงานเลขานุการคณะกรรมการส่งเสริมกิจการอุทธยานวิทยาศาสตร์,,0
06104016,สำนักตรวจราชการ,,0
06104017,สำนักนโยบายและยุทธศาสตร์,,0
06104018,สำนักบริหารกลาง,,0
06104019,สำนักส่งเสริมและถ่ายทอดเทคโนโลยี,,0
06104020,หน่วยตรวจสอบภายใน,,0
06105001,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานปลัดกระทรวงการอุดมศึกษา วิทยาศาสตร์ วิจัย และนวัตกรรม,,0
06106001,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ,,0
06106002,ศูนย์นาโนเทคโนโลยีแห่งชาติ,,0
06106003,ศูนย์บริหารจัดการเทคโนโลยี,,0
06106004,ศูนย์พันธุวิศวกรรมและเทคโนโลยีชีวภาพแห่งชาติ,,0
06106005,ศูนย์เทคโนโลยีอิเล็กทรอนิกส์และคอมพิวเตอร์แห่งชาติ,,0
06106006,ศูนย์เทคโนโลยีโลหะและวัสดุแห่งชาติ,,0
06106007,สถาบันการจัดการเทคโนโลยีและนวัตกรรมเกษตร,,0
06106008,สำนักงานกลาง,,0
06107001,CIS : Collaborative Integration Space,,0
06107002,PM GGP,,0
06107003,PM Space,,0
06107004,PM สังคม,,0
06107005,PM เกษตร,,0
06107006,THEOS-2,,0
06107007,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานพัฒนาเทคโนโลยีอวกาศและภูมิสารสนเทศ (องค์การมหาชน),,0
06107008,ผู้บริหารระดับสูง,,0
06107009,ฝ่ายกฎหมายและสัญญา,,0
06107010,ฝ่ายพัฒนาโครงสร้างพื้นฐานภูมิสารสนเทศของประเทศ,,0
06107011,ฝ่ายเลขานุการคณะกรรมการบริหาร,,0
06107012,สถาบันวิทยาการอวกาศและภูมิสารสนเทศ,,0
06107013,สำนักตรวจสอบภายใน,,0
06107014,สำนักบริหารกลาง,,0
06107015,สำนักปฏิบัติการดาวเทียม,,0
06107016,สำนักประยุกต์และบริการภูมิสารสนเทศ,,0
06107017,สำนักผลิตภัณฑ์ภูมิสารสนเทศ,,0
06107018,สำนักพัฒนาธุรกิจและเครือข่ายพันธมิตร,,0
06107019,สำนักพัฒนาอุทยานรังสรรค์นวัตกรรมอวกาศ,,0
06107020,สำนักพัฒนาและถ่ายทอดองค์ความรู้,,0
06107021,สำนักยุทธศาสตร์,,0
06108001,กลุ่มงานประสานการเมือง,,0
06108002,กลุ่มงานสนับสนุนวิชาการ,,0
06108003,กลุ่มบริหารงานทั่วไป,,0
06108004,สำนักงานบริหารโครงการภายใต้บันทึกความเข้าใจว่าด้วยความร่วมมือระหว่างรัฐบาลแห่งราชอาณาจักรไทยกับรัฐบาลแห่งสาธารณรัฐประชาชนจีน ด้านการพัฒนาโครงสร้างพื้นฐานทางรถไฟของประเทศไทย,['สบร.'],0
06108005,สำนักงานรัฐมนตรี,,0
06109001,กลุ่มบริหารและพัฒนาองค์กร,,0
06109002,กลุ่มยุทธศาสตร์การอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,,0
06109003,กลุ่มยุทธศาสตร์กำลังคนในระบบการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,,0
06109004,กลุ่มยุทธศาสตร์อุตสาหกรรมและความร่วมมือระหว่างประเทศ,,0
06109005,กลุ่มยุทธศาสตร์เศรษฐกิจฐานใหม่,,0
06109006,กลุ่มเลขานุการสภานโยบาย และระบบการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรม,,0
06109007,ด้านการคาดการณ์เทคโนโลยีอนาคตและยุทธศาสตร์วิทยาศาสตร์ เทคโนโลยี และนวัตกรรม,,0
06109008,ด้านการบริหารระบบงบประมาณและแผนงานวิจัยและนวัตกรรม,,0
06109009,ด้านการพัฒนาระบบวิจัยและนวัตกรรม,,0
06109010,ด้านธุรกิจนวัตกรรมรายใหม่,,0
06109011,ด้านบริหารองค์กร,,0
06109012,ด้านพัฒนาองค์กรและระบบงาน,,0
06109013,ด้านยุทธศาสตร์และการงบประมาณ,,0
06109014,ด้านวิทยาศาสตร์ เทคโนโลยี และนวัตกรรมเพื่อการพัฒนาเศรษฐกิจหมุนเวียนและความยั่งยืน,,0
06109015,ด้านวิทยาศาสตร์ เทคโนโลยี และนวัตกรรมเพื่ออุตสาหกรรม 4.0 และการเชื่อมโยงนานาชาติ,,0
06109016,ด้านเขตเศรษฐกิจนวัตกรรมและเมืองนวัตกรรมอาหาร,,0
06109017,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ สำนักงานสภานโยบายการอุดมศึกษา วิทยาศาสตร์ วิจัยและนวัตกรรมแห่งชาติ,,0
06109018,หน่วยตรวจสอบภายใน,,0
06110001,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ องค์การพิพิธภัณฑ์วิทยาศาสตร์แห่งชาติ,,0
06110002,พิพิธภัณฑ์ธรรมชาติวิทยา,,0
06110003,พิพิธภัณฑ์วิทยาศาสตร์,,0
06110004,พิพิธภัณฑ์เทคโนโลยีสารสนเทศ,,0
06110005,สำนักบริหาร,,0
06110006,สำนักพัฒนาความตระหนักด้านวิทยาศาสตร์,,0
06110007,สำนักพัฒพัฒนาธุรกิจและการตลาด,,0
06110008,สำนักยุทธศาสตร์และแผน,,0
06110009,สำนักโครงการพิเศษ,,0
06110010,หน่วยงานตรวจสอบภายใน,,0
07001001,กลุ่มตรวจสอบภายใน,,0
07001002,กลุ่มพัฒนาระบบบริหาร,,0
07001003,กองการเจ้าหน้าที่,,0
07001004,กองตรวจการขนส่งทางบก,,0
07001005,กองบริหารรถโดยสารประจำทางพื้นที่กรุงเทพมหานคร,,0
07001006,กองแผนงาน,,0
07001007,งานตรวจราชการกรม,,0
07001008,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ กรมการขนส่งทางบก,,0
07001009,ศูนย์บริหารจัดการเดินรถระบบ GPS,,0
07001010,ศูนย์เทคโนโลยีสารสนเทศ,,0
07001011,สำนักกฎหมาย,,0
07001012,สำนักการขนส่งผู้โดยสาร,,0
07001013,สำนักการขนส่งสินค้า,,0
07001014,สำนักงานขนส่งกรุงเทพมหานครพื้นที่ 1,,0
07001015,สำนักงานขนส่งกรุงเทพมหานครพื้นที่ 2,,0
07001016,สำนักงานขนส่งกรุงเทพมหานครพื้นที่ 3,,0
07001017,สำนักงานขนส่งกรุงเทพมหานครพื้นที่ 4,,0
07001018,สำนักงานขนส่งกรุงเทพมหานครพื้นที่ 5,,0
07001019,สำนักงานขนส่งจังหวัดกระบี่,,0
07001020,สำนักงานขนส่งจังหวัดกาญจนบุรี,,0
07001021,สำนักงานขนส่งจังหวัดกาฬสินธุ์,,0
07001022,สำนักงานขนส่งจังหวัดกำแพงเพชร,,0
07001023,สำนักงานขนส่งจังหวัดขอนแก่น,,0
07001024,สำนักงานขนส่งจังหวัดจันทบุรี,,0
07001025,สำนักงานขนส่งจังหวัดฉะเชิงเทรา,,0
07001026,สำนักงานขนส่งจังหวัดชลบุรี,,0
07001027,สำนักงานขนส่งจังหวัดชัยนาท,,0
07001028,สำนักงานขนส่งจังหวัดชัยภูมิ,,0
07001029,สำนักงานขนส่งจังหวัดชุมพร,,0
07001030,สำนักงานขนส่งจังหวัดตรัง,,0
07001031,สำนักงานขนส่งจังหวัดตราด,,0
07001032,สำนักงานขนส่งจังหวัดตาก,,0
07001033,สำนักงานขนส่งจังหวัดนครนายก,,0
07001034,สำนักงานขนส่งจังหวัดนครปฐม,,0
07001035,สำนักงานขนส่งจังหวัดนครพนม,,0
07001036,สำนักงานขนส่งจังหวัดนครราชสีมา,,0
07001037,สำนักงานขนส่งจังหวัดนครศรีธรรมราช,,0
07001038,สำนักงานขนส่งจังหวัดนครสวรรค์,,0
07001039,สำนักงานขนส่งจังหวัดนนทบุรี,,0
07001040,สำนักงานขนส่งจังหวัดนราธิวาส,,0
07001041,สำนักงานขนส่งจังหวัดน่าน,,0
07001042,สำนักงานขนส่งจังหวัดบึงกาฬ,,0
07001043,สำนักงานขนส่งจังหวัดบุรีรัมย์,,0
07001044,สำนักงานขนส่งจังหวัดปทุมธานี,,0
07001045,สำนักงานขนส่งจังหวัดประจวบคีรีขันธ์,,0
07001046,สำนักงานขนส่งจังหวัดปราจีนบุรี,,0
07001047,สำนักงานขนส่งจังหวัดปัตตานี,,0
07001048,สำนักงานขนส่งจังหวัดพระนครศรีอยุธยา,,0
07001049,สำนักงานขนส่งจังหวัดพะเยา,,0
07001050,สำนักงานขนส่งจังหวัดพังงา,,0
07001051,สำนักงานขนส่งจังหวัดพัทลุง,,0
07001052,สำนักงานขนส่งจังหวัดพิจิตร,,0
07001053,สำนักงานขนส่งจังหวัดพิษณุโลก,,0
07001054,สำนักงานขนส่งจังหวัดภูเก็ต,,0
07001055,สำนักงานขนส่งจังหวัดมหาสารคาม,,0
07001056,สำนักงานขนส่งจังหวัดมุกดาหาร,,0
07001057,สำนักงานขนส่งจังหวัดยะลา,,0
07001058,สำนักงานขนส่งจังหวัดยโสธร,,0
07001059,สำนักงานขนส่งจังหวัดระนอง,,0
07001060,สำนักงานขนส่งจังหวัดระยอง,,0
07001061,สำนักงานขนส่งจังหวัดราชบุรี,,0
07001062,สำนักงานขนส่งจังหวัดร้อยเอ็ด,,0
07001063,สำนักงานขนส่งจังหวัดลพบุรี,,0
07001064,สำนักงานขนส่งจังหวัดลำปาง,,0
07001065,สำนักงานขนส่งจังหวัดลำพูน,,0
07001066,สำนักงานขนส่งจังหวัดศรีสะเกษ,,0
07001067,สำนักงานขนส่งจังหวัดสกลนคร,,0
07001068,สำนักงานขนส่งจังหวัดสงขลา,,0
07001069,สำนักงานขนส่งจังหวัดสตูล,,0
07001070,สำนักงานขนส่งจังหวัดสมุทรปราการ,,0
07001071,สำนักงานขนส่งจังหวัดสมุทรสงคราม,,0
07001072,สำนักงานขนส่งจังหวัดสมุทรสาคร,,0
07001073,สำนักงานขนส่งจังหวัดสระบุรี,,0
07001074,สำนักงานขนส่งจังหวัดสระแก้ว,,0
07001075,สำนักงานขนส่งจังหวัดสิงห์บุรี,,0
07001076,สำนักงานขนส่งจังหวัดสุพรรณบุรี,,0
07001077,สำนักงานขนส่งจังหวัดสุราษฎร์ธานี,,0
07001078,สำนักงานขนส่งจังหวัดสุรินทร์,,0
07001079,สำนักงานขนส่งจังหวัดสุโขทัย,,0
07001080,สำนักงานขนส่งจังหวัดหนองคาย,,0
07001081,สำนักงานขนส่งจังหวัดหนองบัวลำภู,,0
07001082,สำนักงานขนส่งจังหวัดอำนาจเจริญ,,0
07001083,สำนักงานขนส่งจังหวัดอุดรธานี,,0
07001084,สำนักงานขนส่งจังหวัดอุตรดิตถ์,,0
07001085,สำนักงานขนส่งจังหวัดอุทัยธานี,,0
07001086,สำนักงานขนส่งจังหวัดอุบลราชธานี,,0
07001087,สำนักงานขนส่งจังหวัดอ่างทอง,,0
07001088,สำนักงานขนส่งจังหวัดเชียงราย,,0
07001089,สำนักงานขนส่งจังหวัดเชียงใหม่,,0
07001090,สำนักงานขนส่งจังหวัดเพชรบุรี,,0
07001091,สำนักงานขนส่งจังหวัดเพชรบูรณ์,,0
07001092,สำนักงานขนส่งจังหวัดเลย,,0
07001093,สำนักงานขนส่งจังหวัดแพร่,,0
07001094,สำนักงานขนส่งจังหวัดแม่ฮ่องสอน,,0
07001095,สำนักงานเลขานุการกรม,,0
07001096,สำนักบริหารการคลังและรายได้,,0
07001097,สำนักมาตรฐานงานทะเบียนและภาษีรถ,,0
07001098,สำนักวิศวกรรมยานยนต์,,0
07001099,สำนักสวัสดิภาพการขนส่งทางบก,,0
07002001,กลุ่มตรวจสอบภายใน,,0
07002002,กลุ่มพัฒนาระบบบริหาร,,0
07002003,กองกฎหมาย,,0
07002004,กองกำกับกิจการขนส่งทางราง,,0
07002005,กองมาตรฐานความปลอดภัยและบำรุงทาง,,0
07002006,กองยุทธศาสตร์และแผนงาน,,0
07002007,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ กรมการขนส่งทางราง,,0
07002008,สำนักงานเลขานุการกรม,,0
07003001,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ กรมการบินพลเรือน,,0
07004001,กลุ่มตรวจสอบภายใน,,0
07004002,กลุ่มพัฒนาระบบบริหาร,,0
07004003,กองการพัสดุ,,0
07004004,กองการเงินและบัญชี,,0
07004005,กองการเจ้าหน้าที่,,0
07004006,กองทางหลวงพิเศษระหว่างเมือง,,0
07004007,กองฝึกอบรม,,0
07004008,บัญชีผู้ใช้สำหรับพ.ร.ก.เงินกู้ กรมทางหลวง,,0
07004009,ศูนย์สร้างทางกาญจนบุรี,,0
07004010,ศูนย์สร้างทางขอนแก่น,,0
07004011,ศูนย์สร้างทางลำปาง,,0
07004012,ศูนย์สร้างทางสงขลา,,0
07004013,ศูนย์สร้างทางหล่มสัก,,0
07004014,ศูนย์สร้างและบูรณะสะพานที่ 1 (พิจิตร),,0
07004015,ศูนย์สร้างและบูรณะสะพานที่ 2 (ขอนแก่น),,0
07004016,ศูนย์สร้างและบูรณะสะพานที่ 3 (ปทุมธานี),,0
07004017,ศูนย์สร้างและบูรณะสะพานที่ 4 (นครศรีธรรมราช),,0
07004018,ศูนย์เทคโนโลยีสารสนเทศ,,0
07004019,สำนักกฎหมาย,,0
07004020,สำนักก่อสร้างทางที่ 1,,0
07004021,สำนักก่อสร้างทางที่ 2,,0
07004022,สำนักก่อสร้างสะพาน,,0
07004023,สำนักงานควบคุมน้ำหนักยานพาหนะ,,0
07004024,สำนักงานทางหลวงที่ 1,,0
07004025,สำนักงานทางหลวงที่ 10,,0
07004026,สำนักงานทางหลวงที่ 11,,0
07004027,สำนักงานทางหลวงที่ 12,,0
07004028,สำนักงานทางหลวงที่ 13,,0
07004029,สำนักงานทางหลวงที่ 14,,0
07004030,สำนักงานทางหลวงที่ 15,,0
07004031,สำนักงานทางหลวงที่ 16,,0
07004032,สำนักงานทางหลวงที่ 17,,0
07004033,สำนักงานทางหลวงที่ 18,,0
07004034,สำนักงานทางหลวงที่ 2,,0
07004035,สำนักงานทางหลวงที่ 3,,0
07004036,สำนักงานทางหลวงที่ 4,,0
07004037,สำนักงานทางหลวงที่ 5,,0
07004038,สำนักงานทางหลวงที่ 6,,0
07004039,สำนักงานทางหลวงที่ 7,,0
07004040,สำนักงานทางหลวงที่ 8,,0
07004041,สำนักงานทางหลวงที่ 9,,0
07004042,สำนักงานภูมิสถาปัตย์งานทาง,,0
07004043,สำนักงานสิ่งแวดล้อมและการมีส่วนร่วมของประชาชน,,0
07004044,สำนักงานเลขานุการกรม,,0
07004045,สำนักงานแพทย์,,0
07004046,สำนักจัดกรรมสิทธิ์ที่ดิน,,0
07004047,สำนักบริหารบำรุงทาง,,0
07004048,สำนักบริหารโครงการทางหลวงระหว่างประเทศ,,0
07004049,สำนักมาตรฐานและประเมินผล,,0
07004050,สำนักวิจัยและพัฒนางานทาง,,0
07004051,สำนักวิเคราะห์และตรวจสอบ,,0
07004052,สำนักสำรวจและออกแบบ,,0
07004053,สำนักอำนวยความปลอดภัย,,0
07004054,สำนักเครื่องกลและสื่อสาร,,0
07004055,สำนักแผนงาน,,0
07004056,แขวงการทางจังหวัดบุรีรัมย์,,0
